127.0.0.1 - - [26/Jun/2021:16:37:23 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.0928500468363429&y=-0.4865206419950523&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=18&length=279 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9909266473526412,-0.007821663438721661,-0.13417600809200764,-6.920682218203247e-16,-0.13416053066943112,-0.11759908461740338,-0.9839570149694774,4.539804956568057e-16,-0.008082795119977292,0.9930303504315452,-0.1175814251693201,3.1009573685465176e-16,0.4300000071525627,0.1449999999999988,0.043999999999999116,0.9999999999999998&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.10631810458853175&y=-0.4303873864215455&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=18&length=280 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.989452883362851,0.043925980670084526,-0.13803441537208175,-7.242959042040565e-16,-0.13656866498623405,-0.03479659797246216,-0.9900192909804433,2.4947654077841214e-16,-0.048290696296684366,0.9984286178749645,-0.028430681656746552,1.214929270045163e-16,0.4300000071525627,0.1449999999999988,0.04399999999999909,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.13036820771744084&y=-0.3472270077941284&requesting_number=0_5&data_time=0&render_time=4&read_time=3&render_interval=18&length=280 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.984328174407406,0.1121461780419234,-0.1360929087732822,-6.26432662274641e-16,-0.14492611641450578,0.07475636603032265,-0.98661436565608,1.232048695954093e-16,-0.1004712190071996,0.9908757341304343,0.08983770735430441,1.744194231595117e-16,0.43000000715256287,0.1449999999999988,0.0439999999999991,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.1621143438476007&y=-0.23703950611280056&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=280 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.980363612948686,0.146937519346802,-0.13151635569163084,-6.965599686156677e-16,-0.15305049761827083,0.1464056194743011,-0.9773131226813367,1.1612063356513273e-16,-0.12434923234583696,0.9782508676175814,0.16601960251863795,6.596050120541472e-17,0.4300000071525628,0.1449999999999988,0.043999999999999116,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.17846841397525903&y=-0.16427417481381035&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=281 HTTP/1.1" 200 277
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9761756856139248,0.17717681362347446,-0.12525736517433705,-9.157870975403183e-16,-0.16227622558183152,0.21292131107486434,-0.9634993211731263,4.941892732776156e-16,-0.14403977723913253,0.9608709028815425,0.23660019139575356,9.675544588321957e-17,0.43000000715256287,0.14499999999999877,0.043999999999999075,0.9999999999999996&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.19289847585260445&y=-0.09566686244619116&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=281 HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9696044727683925,0.21657937941819877,-0.11384436217203146,-6.65818086393314e-16,-0.1733968142884829,0.2799510658271078,-0.944225050259138,4.230472181956509e-16,-0.1726288248877745,0.9352650817565532,0.3089959800139336,-5.0635057009514255e-17,0.43000000715256287,0.14499999999999869,0.04399999999999907,0.9999999999999994&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.2121385583557316&y=-0.02498054061288646&requesting_number=0_5&data_time=0&render_time=4&read_time=3&render_interval=18&length=280 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9631094665665916,0.24912753874738555,-0.10176259060915785,-6.682158863115341e-16,-0.1848136024641432,0.33744260133580295,-0.9230256893217826,5.015058562864283e-16,-0.19561208488752013,0.9077818902365228,0.3710363216782967,1.6860056894101662e-16,0.43000000715256304,0.1449999999999987,0.043999999999999186,0.9999999999999994&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.2284926284833897&y=0.03738974335767642&requesting_number=0_5&data_time=0&render_time=4&read_time=3&render_interval=17&length=279 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9548441779823661,0.2843790457262909,-0.08602996062410616,-7.396066061070998e-16,-0.19656496588858668,0.38753012387811153,-0.9006567699585868,7.444639974227436e-16,-0.22278871146985763,0.8768973494308315,0.42592984000041595,1.5513408215667952e-16,0.430000007152563,0.14499999999999874,0.043999999999999304,0.9999999999999994&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.2467707068613605&y=0.0935229989311831&requesting_number=0_5&data_time=0&render_time=5&read_time=3&render_interval=17&length=278 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9434409861998574,0.32527907273891055,-0.06412979335968902,-5.651542794653248e-16,-0.2124000023195634,0.4444741504679152,-0.8702464987464616,7.32733888329562e-16,-0.2545689387433019,0.8346473832726835,0.48842440666204273,1.6572363663650252e-16,0.43000000715256304,0.14499999999999877,0.04399999999999923,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.2688968017399569&y=0.1600513018331169&requesting_number=0_5&data_time=0&render_time=5&read_time=3&render_interval=18&length=278 HTTP/1.1" 200 214
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9268981646970776,0.3738884013917802,-0.03266887794046793,-4.645238075909068e-16,-0.23354142670410094,0.5064411164914767,-0.8300456599126824,7.041589770585423e-16,-0.2937995818482439,0.7769973351508767,0.5567377720922396,1.2815460267861404e-16,0.4300000071525631,0.1449999999999988,0.043999999999999144,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.29679492136949137&y=0.2369746520634778&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=279 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9023306928218349,0.43086005770881636,0.01260680224422073,-3.125410237052258e-16,-0.25879857602889367,0.5649154459199157,-0.7835137752500082,6.628897473556025e-16,-0.34470656773128916,0.7037259051877071,0.6212465151054399,7.573421534485936e-17,0.4300000071525631,0.14499999999999877,0.04399999999999906,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.3323890740002766&y=0.3159770117595242&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=278 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.8771459471740644,0.4768607477919019,0.05673459765842011,-3.2170993341223763e-16,-0.2793041932215328,0.6026906903722344,-0.7474978925639247,9.191746080673064e-16,-0.3906458178516479,0.6398185359568661,0.6618369029005756,-1.3670176078578882e-16,0.4300000071525631,0.14499999999999874,0.04399999999999905,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.3641352101304365&y=0.3721102673330309&requesting_number=0_5&data_time=0&render_time=5&read_time=3&render_interval=18&length=278 HTTP/1.1" 200 202
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mouseup&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.8705729094127558,0.4873392613458958,0.06784728253546368,-4.803816887112752e-16,-0.28669886266180594,0.6144790212431321,-0.7349961187656096,1.1316659742322913e-15,-0.3998831973777303,0.6204159707832476,0.6746684012550467,-2.1860347719728992e-16,0.43000000715256315,0.14499999999999866,0.04399999999999899,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.39010932150965827&y=0.4095324377153686&requesting_number=0_5&data_time=0&render_time=4&read_time=4&render_interval=16&length=279 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.39780535451090926&y=0.411611447181054&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=17&length=278 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.40165337101153464&y=0.3908213525241997&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=279 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&y=0.320135030690895&requesting_number=0_5&data_time=0&render_time=2&read_time=3&render_interval=16&length=256 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.3602871936298111&y=0.13926120717626256&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=16&length=279 HTTP/1.1" 200 273
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.2207965954821387&y=-0.11021992870598929&requesting_number=0_5&data_time=0&render_time=4&read_time=4&render_interval=17&length=280 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.005274373929606058&y=-0.22664445878437323&requesting_number=0_5&data_time=0&render_time=2&read_time=2&render_interval=16&length=283 HTTP/1.1" 200 220
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.22749732684072532&y=-0.205854364127519&requesting_number=0_5&data_time=0&render_time=3&read_time=3&render_interval=16&length=280 HTTP/1.1" 200 214
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.3948860446179322&y=-0.12269398550010169&requesting_number=0_5&data_time=0&render_time=3&read_time=4&render_interval=17&length=281 HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4535682962524702&y=-0.07279775832365143&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=16&length=281 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4737703828807538&y=-0.04369162580405539&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=16&length=281 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4785804035065355&y=-0.02705955007857197&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=17&length=281 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&y=-0.01874351221583015&requesting_number=0_5&data_time=0&render_time=2&read_time=2&render_interval=16&length=259 HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4776183993813792&y=-0.01250648381877384&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=17&length=281 HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_name=show_select_component_box_component&event_driver_id=all&component_id=-1 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousedown&operate_component_id=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.8663818348248284,0.4937350589780574,0.07488796846956007,-1.0041928962595123e-16,-0.29005172322029976,0.6195956607042278,-0.7293635685263052,7.263044854928355e-17,-0.40651262482547623,0.6101859624511418,0.6800151300412924,6.944333635928258e-18,0.4300000071525632,0.14499999999999866,0.043999999999999054,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4679983581298156&y=0.00412559190670958&requesting_number=0_5&data_time=0&render_time=3&read_time=4&render_interval=17&length=280 HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.8443548433165695,0.5242206380882881,0.11071414169002726,-5.904718656620974e-17,-0.30323892004339487,0.6379256742318894,-0.707882046337316,-2.8360698443021463e-17,-0.4417137715068067,0.5641307975621417,0.6975997328720354,-1.059318844339088e-16,0.43000000715256315,0.1449999999999986,0.04399999999999898,0.9999999999999998&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4439482550009066&y=0.03531073389199102&requesting_number=0_5&data_time=0&render_time=4&read_time=4&render_interval=17&length=280 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.7960105749711304,0.5769536245659445,0.1830073212588768,1.9610566233387907e-16,-0.32668879123014827,0.6640522323287168,-0.6725392675701795,-1.4836119303809296e-16,-0.5095503883019962,0.4755619285008718,0.7170768814721452,-3.398102386562852e-17,0.43000000715256326,0.14499999999999869,0.04399999999999902,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.3968100528682449&y=0.08520696106844139&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=18&length=280 HTTP/1.1" 200 279
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.7090946835672861,0.6403999900026677,0.29508063735391676,2.856512161465786e-16,-0.36270055068153084,0.6901499715931279,-0.6262118868604466,-1.4729174387771316e-16,-0.6046759795724689,0.33701761009565934,0.7216551047512141,1.0383718043680815e-16,0.43000000715256337,0.1449999999999988,0.04399999999999904,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.3246597434815178&y=0.14965625450468967&requesting_number=0_5&data_time=0&render_time=5&read_time=3&render_interval=18&length=280 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.6337681354373419,0.6738026620875838,0.3799051500940217,4.243975623460642e-16,-0.39452008674477496,0.704023523864902,-0.5905123021578318,-3.0341221384849064e-16,-0.6653509236930321,0.22436766792150178,0.7120163607195387,-1.8868812504562395e-16,0.43000000715256353,0.1449999999999988,0.04399999999999915,1.0000000000000002&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.2698255083476052&y=0.19955248168114004&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=18&length=280 HTTP/1.1" 200 218
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.5356195261098357,0.6957291138936982,0.478615423205903,3.489246910689499e-16,-0.4349169435637593,0.7130943303431151,-0.5498579164053784,-5.485585027083598e-16,-0.7238501056510485,0.0863566796096044,0.684531627052958,-1.9186352826741977e-16,0.4300000071525637,0.1449999999999988,0.04399999999999922,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.20440922783697268&y=0.2577647467203321&requesting_number=0_5&data_time=0&render_time=4&read_time=3&render_interval=18&length=280 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.4086716332815201,0.6957874832559331,0.590649874541077,1.654275899588077e-16,-0.4890476809825586,0.7133517599521481,-0.5019577993205765,-5.611177468896187e-16,-0.7705970814093424,-0.08372003773021444,0.6317998839868946,2.1440718111425314e-16,0.4300000071525637,0.14499999999999877,0.04399999999999914,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.1255248895741511&y=0.3305300780193222&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=17&length=279 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.2786150326133913,0.6685023245221937,0.6895493497279681,1.122906612378462e-16,-0.542716845544678,0.7019432274518204,-0.46123110367424025,-5.365358429766295e-16,-0.7923585609835192,-0.24572412893923673,0.558379408013206,1.0179573120056039e-16,0.43000000715256387,0.14499999999999882,0.04399999999999926,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.048564559561642295&y=0.3991373903869414&requesting_number=0_5&data_time=0&render_time=4&read_time=2&render_interval=18&length=281 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.18277772597712436,0.6324466066058766,0.7527307570966816,1.551083837170383e-16,-0.5741078841761157,0.6901909392632558,-0.44049586227992044,-6.325728194877718e-16,-0.7981180615757651,-0.35163583030120343,0.48924411354141595,-4.793983003134694e-17,0.43000000715256376,0.14499999999999888,0.0439999999999992,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
